Episode,Total Reward,Epsilon,Replay Buffer Size,Learn Step Counter,Times
1407,1541.0,0.15,19072,150800,2025-04-02 18:47:05
1408,48.0,0.15,19136,151032,2025-04-02 18:47:13
1409,484.0,0.15,19200,151752,2025-04-02 18:47:36
1410,2367.0,0.15,19456,153848,2025-04-02 18:48:46
1411,97.0,0.15,19456,154080,2025-04-02 18:48:54
1412,1227.0,0.15,19712,155984,2025-04-02 18:49:57
1413,99.0,0.15,19776,156240,2025-04-02 18:50:06
1414,38.0,0.15,19776,156536,2025-04-02 18:50:16
1415,792.0,0.15,20096,159192,2025-04-02 18:51:44
1416,478.0,0.15,20224,159960,2025-04-02 18:52:09
1417,-8502.0,0.15,22208,176000,2025-04-02 19:01:17
1418,1893.0,0.15,22464,177832,2025-04-02 19:02:18
1419,100.0,0.15,22464,178080,2025-04-02 19:02:26
1420,1473.0,0.15,22720,179784,2025-04-02 19:03:22
1421,37.0,0.15,22720,180120,2025-04-02 19:03:33
1422,-2202.0,0.15,23488,186096,2025-04-02 19:07:01
1423,90.0,0.15,23552,186360,2025-04-02 19:07:10
1424,99.0,0.15,23552,186584,2025-04-02 19:07:18
1425,716.0,0.15,23680,187688,2025-04-02 19:07:56
1426,91.0,0.15,23744,187984,2025-04-02 19:08:07
1427,416.0,0.15,23808,188816,2025-04-02 19:08:35
1428,708.0,0.15,24000,190248,2025-04-02 19:09:24
1429,1133.0,0.15,24192,191832,2025-04-02 19:10:19
1430,511.0,0.15,24256,192408,2025-04-02 19:10:39
1431,426.0,0.15,24384,193184,2025-04-02 19:11:06
1432,92.0,0.15,24384,193456,2025-04-02 19:11:15
1433,94.0,0.15,24448,193704,2025-04-02 19:11:24
1434,99.0,0.15,24448,193944,2025-04-02 19:11:32
1435,1711.0,0.15,24768,196344,2025-04-02 19:12:55
1436,422.0,0.15,24832,196960,2025-04-02 19:13:17
1437,443.0,0.15,24960,197768,2025-04-02 19:13:45
1438,4881.0,0.15,25344,201024,2025-04-02 19:15:37
1439,51.0,0.15,25408,201256,2025-04-02 19:15:44
1440,674.0,0.15,25536,202568,2025-04-02 19:16:28
1441,665.0,0.15,25664,203720,2025-04-02 19:17:06
1442,419.0,0.15,25792,204376,2025-04-02 19:17:28
1443,1985.0,0.15,26048,206320,2025-04-02 19:18:34
1444,477.0,0.15,26112,207152,2025-04-02 19:19:02
1445,1928.0,0.15,26368,209336,2025-04-02 19:20:14
1446,2019.0,0.15,26624,211192,2025-04-02 19:21:15
1447,-34.0,0.15,26880,213360,2025-04-02 19:22:26
1448,1523.0,0.15,27072,214752,2025-04-02 19:23:11
1449,1185.0,0.15,27264,216240,2025-04-02 19:24:00
1450,1542.0,0.15,27456,217592,2025-04-02 19:24:46
1451,1836.0,0.15,27648,219424,2025-04-02 19:25:48
1452,47.0,0.15,27712,219672,2025-04-02 19:25:56
1453,95.0,0.15,27712,219912,2025-04-02 19:26:04
1454,1562.0,0.15,27904,221640,2025-04-02 19:27:04
1455,91.0,0.15,27968,221936,2025-04-02 19:27:14
1456,1286.0,0.15,28160,223720,2025-04-02 19:28:16
1457,41.0,0.15,28224,224000,2025-04-02 19:28:25
1458,1244.0,0.15,28416,225320,2025-04-02 19:29:11
1459,421.0,0.15,28480,225872,2025-04-02 19:29:30
1460,1137.0,0.15,28672,227336,2025-04-02 19:30:22
1461,38.0,0.15,28672,227616,2025-04-02 19:30:32
1462,1457.0,0.15,28928,229512,2025-04-02 19:31:39
1463,529.0,0.15,28992,230088,2025-04-02 19:31:59
1464,1192.0,0.15,29120,231360,2025-04-02 19:32:43
1465,1478.0,0.15,29312,232704,2025-04-02 19:33:30
1466,1416.0,0.15,29568,234528,2025-04-02 19:34:34
1467,33.0,0.15,29568,234848,2025-04-02 19:34:45
1468,452.0,0.15,29632,235472,2025-04-02 19:35:06
1469,412.0,0.15,29760,236024,2025-04-02 19:35:26
1470,480.0,0.15,29824,236752,2025-04-02 19:35:53
1471,1414.0,0.15,30080,238992,2025-04-02 19:37:14
1472,1145.0,0.15,30272,240216,2025-04-02 19:37:58
1473,1084.0,0.15,30464,241840,2025-04-02 19:38:57
1474,419.0,0.15,30528,242432,2025-04-02 19:39:18
1475,1583.0,0.15,30720,243888,2025-04-02 19:40:11
1476,1920.0,0.15,31040,246304,2025-04-02 19:41:36
1477,417.0,0.15,31104,246832,2025-04-02 19:41:54
1478,487.0,0.15,31168,247432,2025-04-02 19:42:15
1479,655.0,0.15,31296,248376,2025-04-02 19:42:48
1480,456.0,0.15,31360,248888,2025-04-02 19:43:06
1481,1236.0,0.15,31552,250352,2025-04-02 19:43:58
1482,467.0,0.15,31616,251136,2025-04-02 19:44:26
1483,87.0,0.15,31680,251416,2025-04-02 19:44:36
1484,674.0,0.15,31808,252752,2025-04-02 19:45:23
1485,552.0,0.15,31872,253360,2025-04-02 19:45:44
1486,612.0,0.15,32064,254608,2025-04-02 19:46:28
1487,1617.0,0.15,32256,256112,2025-04-02 19:47:21
1488,1152.0,0.15,32320,256952,2025-04-02 19:47:50
1489,1485.0,0.15,32512,258256,2025-04-02 19:48:36
1490,1148.0,0.15,32640,259280,2025-04-02 19:49:13
1491,718.0,0.15,32768,260408,2025-04-02 19:49:53
1492,49.0,0.15,32832,260672,2025-04-02 19:50:02
1493,400.0,0.15,32896,261560,2025-04-02 19:50:33
1494,37.0,0.15,32960,261840,2025-04-02 19:50:43
1495,641.0,0.15,33088,262848,2025-04-02 19:51:19
1496,466.0,0.15,33216,263824,2025-04-02 19:51:54
1497,85.0,0.15,33216,264096,2025-04-02 19:52:04
1498,465.0,0.15,33344,264720,2025-04-02 19:52:27
1499,1205.0,0.15,33472,265744,2025-04-02 19:53:05
1500,1253.0,0.15,33664,267344,2025-04-02 19:54:04
1501,435.0,0.15,33728,268000,2025-04-02 19:54:28
1502,1136.0,0.15,33920,269456,2025-04-02 19:55:22
1503,83.0,0.15,33920,269760,2025-04-02 19:55:33
1504,534.0,0.15,34048,270408,2025-04-02 19:55:55
1505,535.0,0.15,34112,271112,2025-04-02 19:56:18
1506,98.0,0.15,34176,271400,2025-04-02 19:56:27
1507,1442.0,0.15,34368,273144,2025-04-02 19:57:22
1508,2936.0,0.5,64,0,2025-04-02 20:31:31
1509,1619.0,0.5,192,0,2025-04-02 20:31:32
1510,3333.0,0.2016192510035449,448,1816,2025-04-02 20:32:34
1511,413.0,0.15055191853968616,512,2400,2025-04-02 20:32:53
1512,1212.0,0.15,704,3912,2025-04-02 20:33:44
1513,560.0,0.15,896,5240,2025-04-02 20:34:26
1514,359.0,0.15,960,5768,2025-04-02 20:34:43
1515,-50.0,0.15,960,6056,2025-04-02 20:34:53
1516,334.0,0.15,1088,6768,2025-04-02 20:35:16
1517,1200.0,0.15,1216,7952,2025-04-02 20:35:55
1518,1451.0,0.15,1408,9496,2025-04-02 20:36:50
1519,1416.0,0.15,1600,11136,2025-04-02 20:37:48
1520,333.0,0.15,1728,11888,2025-04-02 20:38:14
1521,-52.0,0.15,1728,12120,2025-04-02 20:38:22
1522,-51.0,0.15,1792,12344,2025-04-02 20:38:30
1523,354.0,0.15,1856,13024,2025-04-02 20:38:54
1524,339.0,0.15,1984,14168,2025-04-02 20:39:34
1525,-18.0,0.15,2048,14488,2025-04-02 20:39:45
1526,-58.0,0.15,2048,14768,2025-04-02 20:39:55
1527,-3.0,0.15,2112,15000,2025-04-02 20:40:03
1528,384.0,0.15,2176,15736,2025-04-02 20:40:29
1529,1822.0,0.15,2368,17112,2025-04-02 20:41:17
1530,-62.0,0.15,2432,17408,2025-04-02 20:41:28
1531,1053.0,0.15,2944,21984,2025-04-02 20:44:09
1532,1240.0,0.15,3136,23296,2025-04-02 20:44:54
1533,323.0,0.15,3264,24112,2025-04-02 20:45:24
1534,1116.0,0.15,3392,25568,2025-04-02 20:46:14
1535,1164.0,0.15,3584,27032,2025-04-02 20:47:06
1536,460.0,0.15,3776,28336,2025-04-02 20:47:51
1537,1311.0,0.15,3968,29904,2025-04-02 20:48:47
1538,1513.0,0.15,4160,31424,2025-04-02 20:49:40
1539,1472.0,0.15,4352,32760,2025-04-02 20:50:27
1540,-65.0,0.15,4352,33072,2025-04-02 20:50:38
1541,381.0,0.15,4480,33784,2025-04-02 20:51:03
1542,1246.0,0.15,4672,35416,2025-04-02 20:52:00
1543,1391.0,0.15,4864,37160,2025-04-02 20:53:01
1544,-48.0,0.15,4928,37432,2025-04-02 20:53:10
1545,-54.0,0.15,4928,37696,2025-04-02 20:53:20
1546,-61.0,0.15,4992,37992,2025-04-02 20:53:30
1547,-64.0,0.15,4992,38312,2025-04-02 20:53:41
1548,606.0,0.15,5184,39672,2025-04-02 20:54:29
1549,1168.0,0.15,5376,41048,2025-04-02 20:55:17
1550,324.0,0.15,5440,41816,2025-04-02 20:55:45
1551,1137.0,0.15,5632,43272,2025-04-02 20:56:36
1552,1158.0,0.15,5888,45056,2025-04-02 20:57:37
1553,383.0,0.15,5952,45784,2025-04-02 20:58:03
1554,331.0,0.15,6016,46472,2025-04-02 20:58:26
1555,-63.0,0.15,6080,46768,2025-04-02 20:58:37
1556,1173.0,0.15,6208,47928,2025-04-02 20:59:16
1557,-20.0,0.15,6272,48232,2025-04-02 20:59:27
1558,2131.0,0.15,6528,50312,2025-04-02 21:00:39
1559,1159.0,0.15,6720,51928,2025-04-02 21:01:35
1560,363.0,0.15,6848,52768,2025-04-02 21:02:04
1561,429.0,0.15,6912,53376,2025-04-02 21:02:25
1562,364.0,0.15,6976,53944,2025-04-02 21:02:45
1563,365.0,0.15,7040,54608,2025-04-02 21:03:07
1564,-52.0,0.15,7104,54864,2025-04-02 21:03:16
1565,309.0,0.15,7168,55664,2025-04-02 21:03:44
1566,359.0,0.15,7232,56192,2025-04-02 21:04:02
1567,-5.0,0.15,7296,56440,2025-04-02 21:04:11
1568,375.0,0.15,7360,57104,2025-04-02 21:04:33
1569,303.0,0.15,7488,57848,2025-04-02 21:04:59
1570,309.0,0.15,7488,58328,2025-04-02 21:05:16
1571,399.0,0.15,7616,59048,2025-04-02 21:05:42
1572,-2.0,0.15,7616,59304,2025-04-02 21:05:51
1573,365.0,0.15,7744,59928,2025-04-02 21:06:12
1574,352.0,0.15,7808,60496,2025-04-02 21:06:32
1575,1254.0,0.15,7936,61848,2025-04-02 21:07:18
1576,375.0,0.15,8064,62680,2025-04-02 21:07:46
1577,-53.0,0.15,8064,62952,2025-04-02 21:07:56
1578,-10.0,0.15,8128,63264,2025-04-02 21:08:06
1579,-9.0,0.15,8192,63520,2025-04-02 21:08:15
1580,333.0,0.15,8256,64184,2025-04-02 21:08:38
1581,1141.0,0.15,8448,65792,2025-04-02 21:09:33
1582,356.0,0.15,8512,66320,2025-04-02 21:09:52
1583,1415.0,0.15,8704,68032,2025-04-02 21:10:51
1584,2.0,0.15,8768,68312,2025-04-02 21:11:01
1585,305.0,0.15,8832,68824,2025-04-02 21:11:18
1586,308.0,0.15,8896,69328,2025-04-02 21:11:36
1587,1450.0,0.15,9152,71264,2025-04-02 21:12:44
1588,371.0,0.15,9216,72016,2025-04-02 21:13:10
1589,-52.0,0.15,9280,72264,2025-04-02 21:13:18
1590,304.0,0.15,9344,72960,2025-04-02 21:13:42
1591,-59.0,0.15,9408,73256,2025-04-02 21:13:53
1592,399.0,0.15,9472,73984,2025-04-02 21:14:17
1593,554.0,0.15,9600,75056,2025-04-02 21:14:54
1594,379.0,0.15,9728,75832,2025-04-02 21:15:21
1595,363.0,0.15,9856,77040,2025-04-02 21:16:02
1596,1522.0,0.15,10112,78864,2025-04-02 21:17:08
1597,1411.0,0.15,10304,80392,2025-04-02 21:18:01
1598,1752.0,0.15,10496,82072,2025-04-02 21:19:00
1599,365.0,0.15,10560,82656,2025-04-02 21:19:20
1600,928.0,0.15,11136,87136,2025-04-02 21:21:55
1601,1477.0,0.15,11264,88456,2025-04-02 21:22:41
1602,-24.0,0.15,11328,88752,2025-04-02 21:22:51
1603,-1.0,0.15,11328,89008,2025-04-02 21:23:00
1604,616.0,0.15,11520,90104,2025-04-02 21:23:38
1605,372.0,0.15,11584,90632,2025-04-02 21:23:56
1606,1157.0,0.15,11840,92800,2025-04-02 21:25:11
1607,335.0,0.15,11968,94016,2025-04-02 21:25:53
1608,2903.0,0.15,12224,95792,2025-04-02 21:26:54
1609,1880.0,0.15,12480,97840,2025-04-02 21:28:01
1610,-53.0,0.15,12480,98120,2025-04-02 21:28:10
1611,1261.0,0.15,12672,99792,2025-04-02 21:29:06
1612,644.0,0.15,12800,100784,2025-04-02 21:29:38
1613,1552.0,0.15,12992,102216,2025-04-02 21:30:26
1614,1462.0,0.15,13248,103960,2025-04-02 21:31:24
1615,367.0,0.15,13312,104576,2025-04-02 21:31:43
1616,388.0,0.15,13376,105208,2025-04-02 21:32:03
1617,357.0,0.15,13440,105896,2025-04-02 21:32:26
1618,399.0,0.15,13568,106816,2025-04-02 21:32:53
1619,-66.0,0.15,13632,107088,2025-04-02 21:33:01
1620,328.0,0.15,13696,107752,2025-04-02 21:33:21
1621,305.0,0.15,13824,108616,2025-04-02 21:33:47
1622,-68.0,0.15,13824,108904,2025-04-02 21:33:56
1623,1563.0,0.15,14016,110568,2025-04-02 21:34:45
1624,545.0,0.15,14208,111920,2025-04-02 21:35:25
1625,380.0,0.15,14272,112568,2025-04-02 21:35:45
1626,1097.0,0.15,14528,114168,2025-04-02 21:36:33
1627,1126.0,0.15,14656,115240,2025-04-02 21:37:05
1628,2203.0,0.15,14976,117800,2025-04-02 21:38:23
1629,323.0,0.15,15040,118472,2025-04-02 21:38:43
1630,-64.0,0.15,15104,118776,2025-04-02 21:38:53
1631,1989.0,0.15,15296,120520,2025-04-02 21:39:45
1632,566.0,0.15,15424,121640,2025-04-02 21:40:18
1633,1534.0,0.15,15552,122720,2025-04-02 21:40:51
1634,356.0,0.15,15616,123328,2025-04-02 21:41:09
1635,-2.0,0.15,15680,123568,2025-04-02 21:41:16
1636,374.0,0.15,15936,125448,2025-04-02 21:42:13
1637,379.0,0.15,16000,126224,2025-04-02 21:42:36
1638,384.0,0.15,16064,126840,2025-04-02 21:42:55
1639,-28.0,0.15,16128,127152,2025-04-02 21:43:05
1640,-58.0,0.15,16128,127448,2025-04-02 21:43:14
1641,-61.0,0.15,16192,127784,2025-04-02 21:43:24
1642,353.0,0.15,16320,128616,2025-04-02 21:43:49
1643,1295.0,0.15,16512,130312,2025-04-02 21:44:41
1644,1232.0,0.15,16768,132296,2025-04-02 21:45:40
1645,1128.0,0.15,16896,133304,2025-04-02 21:46:10
1646,306.0,0.15,16960,133936,2025-04-02 21:46:29
1647,-25.0,0.15,17024,134296,2025-04-02 21:46:40
1648,363.0,0.15,17088,135120,2025-04-02 21:47:05
1649,302.0,0.15,17216,135704,2025-04-02 21:47:22
1650,-22.0,0.15,17216,136000,2025-04-02 21:47:31
1651,322.0,0.15,17280,136552,2025-04-02 21:47:48
1652,570.0,0.15,17408,137520,2025-04-02 21:48:18
1653,1460.0,0.15,17664,139600,2025-04-02 21:49:32
1654,-15.0,0.15,17728,139904,2025-04-02 21:49:43
1655,-12.0,0.15,17728,140184,2025-04-02 21:49:53
1656,1452.0,0.15,17984,142184,2025-04-02 21:50:59
1657,378.0,0.15,18048,142776,2025-04-02 21:51:18
1658,2078.0,0.15,18368,145080,2025-04-02 21:52:36
1659,585.0,0.15,18560,146776,2025-04-02 21:53:33
1660,-29.0,0.15,18624,147104,2025-04-02 21:53:43
1661,311.0,0.15,18688,147824,2025-04-02 21:54:07
1662,-19.0,0.15,18752,148112,2025-04-02 21:54:16
1663,-51.0,0.15,18752,148376,2025-04-02 21:54:25
1664,1467.0,0.15,19008,150112,2025-04-02 21:55:24
1665,1131.0,0.15,19136,151312,2025-04-02 21:56:04
1666,378.0,0.15,19200,151952,2025-04-02 21:56:25
1667,318.0,0.15,19392,153072,2025-04-02 21:57:01
1668,-50.0,0.15,19392,153344,2025-04-02 21:57:10
1669,465.0,0.15,19520,154408,2025-04-02 21:57:44
1670,1524.0,0.15,19712,156016,2025-04-02 21:58:37
1671,-19.0,0.15,19776,156304,2025-04-02 21:58:47
1672,-11.0,0.15,19776,156592,2025-04-02 21:58:57
1673,1461.0,0.15,20096,158728,2025-04-02 22:00:11
1674,-50.0,0.15,20096,159000,2025-04-02 22:00:21
1675,556.0,0.15,20224,160200,2025-04-02 22:01:03
1676,320.0,0.15,20352,160992,2025-04-02 22:01:30
1677,361.0,0.15,20416,161568,2025-04-02 22:01:50
1678,320.0,0.15,20480,162184,2025-04-02 22:02:10
1679,333.0,0.15,20608,162872,2025-04-02 22:02:34
1680,348.0,0.15,20672,163664,2025-04-02 22:03:00
1681,557.0,0.15,20864,165112,2025-04-02 22:03:48
1682,-64.0,0.15,20928,165392,2025-04-02 22:03:58
1683,422.0,0.15,20992,166168,2025-04-02 22:04:23
1684,325.0,0.15,21056,166800,2025-04-02 22:04:44
1685,368.0,0.15,21184,167592,2025-04-02 22:05:11
1686,479.0,0.15,21312,168816,2025-04-02 22:05:53
1687,1497.0,0.15,21504,170232,2025-04-02 22:06:41
1688,371.0,0.15,21632,171024,2025-04-02 22:07:09
1689,364.0,0.15,21760,172256,2025-04-02 22:07:52
1690,377.0,0.15,21824,173000,2025-04-02 22:08:17
1691,1204.0,0.15,22080,174584,2025-04-02 22:09:10
1692,324.0,0.15,22208,175768,2025-04-02 22:09:49
1693,-5.0,0.15,22208,176024,2025-04-02 22:09:58
1694,1118.0,0.15,22464,177712,2025-04-02 22:10:53
1695,1387.0,0.15,22720,180080,2025-04-02 22:12:10
1696,572.0,0.15,22912,181288,2025-04-02 22:12:49
1697,-66.0,0.15,22912,181568,2025-04-02 22:12:58
1698,1124.0,0.15,23168,183528,2025-04-02 22:14:03
1699,1071.0,0.15,23360,184840,2025-04-02 22:14:47
1700,1232.0,0.15,23488,186056,2025-04-02 22:15:30
1701,398.0,0.15,23552,186856,2025-04-02 22:15:58
1702,340.0,0.15,23680,187640,2025-04-02 22:16:25
1703,-64.0,0.15,23744,187952,2025-04-02 22:16:36
1704,1259.0,0.15,23936,189736,2025-04-02 22:17:36
1705,1245.0,0.15,24192,191776,2025-04-02 22:18:44
1706,1225.0,0.15,24384,193248,2025-04-02 22:19:35
1707,1176.0,0.15,24512,194296,2025-04-02 22:20:10
1708,365.0,0.15,24576,194856,2025-04-02 22:20:29
1709,-6.0,0.15,24640,195136,2025-04-02 22:20:38
1710,327.0,0.15,24704,195832,2025-04-02 22:21:01
1711,1468.0,0.15,24896,197384,2025-04-02 22:21:55
1712,-53.0,0.15,24960,197656,2025-04-02 22:22:05
1713,1155.0,0.15,25152,199480,2025-04-02 22:23:09
1714,562.0,0.15,25344,200728,2025-04-02 22:23:53
1715,-2.0,0.15,25344,200992,2025-04-02 22:24:02
1716,470.0,0.15,25472,201984,2025-04-02 22:24:38
1717,1194.0,0.15,25600,203216,2025-04-02 22:25:20
1718,1463.0,0.15,25856,205288,2025-04-02 22:26:30
1719,-51.0,0.15,25920,205520,2025-04-02 22:26:38
1720,400.0,0.15,25984,206232,2025-04-02 22:27:02
1721,-52.0,0.15,26048,206464,2025-04-02 22:27:10
1722,316.0,0.15,26112,207176,2025-04-02 22:27:33
1723,1214.0,0.15,26304,208528,2025-04-02 22:28:18
1724,1302.0,0.15,26560,210432,2025-04-02 22:29:24
1725,355.0,0.15,26624,211344,2025-04-02 22:29:54
1726,-56.0,0.15,26688,211592,2025-04-02 22:30:03
1727,-54.0,0.15,26688,211840,2025-04-02 22:30:11
1728,1175.0,0.15,26816,212896,2025-04-02 22:30:46
1729,1155.0,0.15,27264,216192,2025-04-02 22:32:45
1730,0.0,0.15,27264,216424,2025-04-02 22:32:53
1731,360.0,0.15,27392,217192,2025-04-02 22:33:19
1732,-65.0,0.15,27392,217496,2025-04-02 22:33:29
1733,1213.0,0.15,27584,218992,2025-04-02 22:34:19
1734,-50.0,0.15,27648,219248,2025-04-02 22:34:27
1735,360.0,0.15,27712,220088,2025-04-02 22:34:55
1736,-20.0,0.15,27776,220400,2025-04-02 22:35:05
1737,359.0,0.15,27840,221088,2025-04-02 22:35:28
1738,1470.0,0.15,28096,222760,2025-04-02 22:36:24
1739,1427.0,0.15,28288,224592,2025-04-02 22:37:26
1740,9843.0,0.15,28864,229248,2025-04-02 22:40:03
1741,1796.0,0.15,29056,230808,2025-04-02 22:40:54
1742,1173.0,0.15,29248,232008,2025-04-02 22:41:37
1743,294.0,0.15,29312,232848,2025-04-02 22:42:07
1744,-73.0,0.15,29376,233144,2025-04-02 22:42:18
1745,1420.0,0.15,29568,234616,2025-04-02 22:43:11
1746,1.0,0.15,29568,234856,2025-04-02 22:43:20
1747,-51.0,0.15,29632,235096,2025-04-02 22:43:28
1748,1614.0,0.15,29824,236784,2025-04-02 22:44:28
1749,363.0,0.15,29888,237488,2025-04-02 22:44:53
1750,1263.0,0.15,30080,239048,2025-04-02 22:45:49
1751,361.0,0.15,30208,239792,2025-04-02 22:46:15
1752,-54.0,0.15,30208,240032,2025-04-02 22:46:23
1753,1268.0,0.15,30400,241512,2025-04-02 22:47:16
1754,377.0,0.15,30464,242056,2025-04-02 22:47:35
1755,1536.0,0.15,30656,243456,2025-04-02 22:48:25
1756,304.0,0.15,30720,243968,2025-04-02 22:48:43
1757,353.0,0.15,30848,245112,2025-04-02 22:49:23
1758,469.0,0.15,30976,246040,2025-04-02 22:49:56
1759,318.0,0.15,31104,246768,2025-04-02 22:50:23
1760,403.0,0.15,31168,247368,2025-04-02 22:50:44
1761,1097.0,0.15,31360,249120,2025-04-02 22:51:47
1762,364.0,0.15,31488,249936,2025-04-02 22:52:17
1763,-62.0,0.15,31488,250232,2025-04-02 22:52:28
1764,-62.0,0.15,31552,250528,2025-04-02 22:52:39
1765,1473.0,0.15,31744,251904,2025-04-02 22:53:29
1766,-56.0,0.15,31744,252144,2025-04-02 22:53:38
1767,-63.0,0.15,31808,252456,2025-04-02 22:53:49
1768,401.0,0.15,31872,253112,2025-04-02 22:54:12
1769,311.0,0.15,31936,253816,2025-04-02 22:54:38
1770,-54.0,0.15,32000,254096,2025-04-02 22:54:48
1771,355.0,0.15,32064,254840,2025-04-02 22:55:14
1772,-16.0,0.15,32128,255128,2025-04-02 22:55:25
1773,-55.0,0.15,32128,255408,2025-04-02 22:55:36
1774,312.0,0.15,32256,256128,2025-04-02 22:56:01
1775,1538.0,0.15,32512,258064,2025-04-02 22:57:10
1776,-65.0,0.15,32512,258376,2025-04-02 22:57:21
1777,-51.0,0.15,32576,258640,2025-04-02 22:57:30
1778,357.0,0.15,32640,259288,2025-04-02 22:57:53
1779,385.0,0.15,32704,259912,2025-04-02 22:58:14
1780,355.0,0.15,32768,260424,2025-04-02 22:58:32
1781,370.0,0.15,32896,261176,2025-04-02 22:59:00
1782,-17.0,0.15,32896,261456,2025-04-02 22:59:10
1783,1095.0,0.15,33152,263232,2025-04-02 23:00:14
1784,1608.0,0.15,33344,265032,2025-04-02 23:01:17
1785,417.0,0.15,33408,265704,2025-04-02 23:01:40
1786,2595.0,0.15,33856,269112,2025-04-02 23:03:46
